"Dépenses 
 Alimentaires","Dépenses 
 Mode","Dépenses 
 Électroniques","Depenses 
 Abonement","Depenses 
 Voyages"
88962,58651,7810,6518,62559
78229,22380,7506,26663,47631
31952,49704,6476,5343,50860
31427,4196,1760,28697,20170
17490,59355,4161,17135,86482
28654,67759,7360,4335,29269
18521,66003,1350,15924,98377
55823,61503,3538,4964,91016
26435,53008,8172,14059,74733
2612,63308,6773,29647,13345
6662,27050,2717,7767,26814
65098,49252,1404,29578,94346
49222,35235,6739,20025,75563
59435,16226,8230,13583,42715
76772,5829,3162,26372,42774
13830,47659,4486,11074,35838
29546,54704,8477,5883,75668
5821,82918,5909,19330,38476
14889,55422,6741,29780,21641
46117,1889,2490,17529,40481
43916,44572,2967,9173,36588
14758,79051,6497,14159,42856
50239,82551,2753,11135,56139
59587,38568,6890,10894,32842
73532,36690,5482,12563,62017
10982,37136,2547,18975,24266
67506,7482,6412,22220,38460
39484,16542,2002,10426,53588
23523,80373,3715,24830,46260
13977,19712,5857,23991,45587
77538,33821,6303,22166,86141
8527,71934,4496,21568,82473
54470,45056,7003,17541,81981
59612,33964,6787,10643,25191
34647,77924,3009,22241,58593
52908,54443,8260,24294,62308
31258,41906,7211,16597,68298
15982,24133,4025,15456,27231
6960,54157,3543,24124,41791
12498,21626,8725,27135,99902
69662,55845,7535,10673,26097
74842,56045,1929,26508,81630
54385,6116,4367,5365,58377
84660,5921,7870,28944,90431
9543,62460,3145,10154,30105
77636,48359,5023,6184,90828
86370,75466,6827,28414,92103
55974,80020,1662,10744,11294
22075,50486,2399,25954,25385
19134,67212,1995,21498,77577
15254,52184,2173,7646,25700
74301,38120,4331,24790,94588
60613,1986,1037,11354,32599
55399,59296,1731,11755,98101
62936,25876,1400,16307,34207
8504,81036,3585,7641,48036
24265,18980,1642,10085,72329
31142,85074,7646,15131,21558
79501,55393,2329,26998,64924
72072,26773,6777,23983,54808
58018,5725,6032,22662,70746
88158,70406,3593,16013,71535
50322,49288,6459,26405,69282
72925,17130,5007,5709,85629
78288,18258,2466,5257,97386
22416,55745,4273,28698,65636
54367,54142,2489,21135,80503
27924,44572,6989,10288,97324
11169,80258,8941,14098,20878
5793,24792,3942,28363,70433
25701,66540,4056,27962,92893
33177,72967,7062,15297,32214
75107,30188,4303,16816,63442
33387,34962,6596,26444,74707
61080,17460,2079,20617,38372
57573,47319,6010,18909,43226
11037,22877,2765,21636,12583
37315,30536,5649,7009,30957
53973,57002,3565,11522,30445
84571,28713,7587,16634,56283
35516,65552,8822,26398,91078
27064,13304,1686,27806,73311
33696,63602,6823,22745,37162
38579,25833,5146,13476,55584
32733,47108,6596,7084,30639
49880,7416,2031,21643,33465
9417,72268,8521,29276,94819
11007,86633,2364,24071,77809
68981,10492,3717,5666,93259
59626,65495,7983,12793,61429
38252,21642,1776,29148,42396
45595,84820,3868,18368,76106
40283,39985,6503,18614,92182
30076,42410,5890,17847,55505
23546,7366,3044,12104,51694
61558,15860,1408,18418,45971
31451,58781,5205,10340,34001
26976,26007,5967,4469,83204
29094,38569,7282,15007,36607
81613,85738,3329,13703,32301
18778,29945,3364,20719,17522
43525,25790,4503,15057,28428
18562,7930,6408,10809,14985
72124,19315,5658,7054,94819
61065,2995,2681,6654,35166
46048,63410,6516,21850,78406
25297,52843,4193,19636,25712
21005,84317,2749,28953,92229
16164,44336,8220,18550,61514
34008,12525,7682,20339,94406
84216,89612,1566,25913,70038
39384,25352,7376,5407,58842
39950,61384,1211,5403,71931
20227,66033,7222,21904,55653
73907,70362,1232,16355,60314
89180,18147,3503,11591,53935
89576,15244,4658,28975,47653
37049,39387,6022,5867,91346
29842,28974,5971,20489,50555
57666,38950,3976,7008,93552
32493,37662,8276,16286,14039
24593,2233,2579,24631,98393
64376,50857,4991,10897,69706
89865,54269,4910,9382,70970
36384,84054,2220,9369,41355
22430,63373,5066,13853,27496
17910,74214,4706,7346,33024
5496,80670,8460,14227,75865
41243,79478,7668,7694,23833
22994,83592,1408,16322,42421
32421,34029,7982,23631,50302
86260,77748,2225,22989,75404
3806,76117,4355,8049,99496
28772,5273,5676,18045,28370
47868,4190,5490,24681,74597
84211,59381,4018,25992,25896
77530,79117,4042,20431,60175
33247,61484,8346,22490,93773
61301,48493,1492,14962,81543
86676,88685,3826,28626,82231
73448,69672,6176,4666,14137
57759,69341,7335,21818,35559
9765,73724,4856,16950,25160
38403,67509,4234,19721,10485
60351,75635,5174,11224,28522
54362,38909,1964,10657,82479
6417,45169,4253,5901,90397
37268,41613,4809,6268,66273
15766,58841,6668,7860,67833
6809,70678,7274,18347,62927
65963,82137,5933,19969,12967
72341,24223,6118,9331,56920
4918,48098,6502,9571,58419
22391,29193,8093,13932,73272
22339,83868,8301,7345,44155
19835,17615,1014,18562,43369
15882,60293,3049,29408,75834
1347,54592,2078,9905,40209
38171,8052,3280,28693,18805
80773,79317,8050,13916,68445
14490,77860,4506,26489,22697
86315,66754,5523,27758,51799
28130,18792,7938,21345,75682
54575,22248,6855,13145,14936
21525,39707,5766,5481,38040
26820,65730,4613,23099,21602
43796,5714,7980,13644,69189
70770,23176,3034,11269,90579
52457,79314,7392,24228,56203
43094,49881,5561,23172,17280
84141,43517,6570,10526,35683
34849,85831,8470,20946,62842
7548,79551,8354,7519,74369
42313,52452,3462,16599,18414
8244,24226,7441,17741,75479
87489,25454,3689,20027,49505
79562,21999,6776,19415,52090
70469,46439,4586,25412,33703
78189,74987,4613,7642,93031
42629,24831,8207,18044,18837
60391,80565,8666,11131,95876
31779,52032,1922,25445,40178
47200,42131,6852,6426,67931
57275,33869,8386,5769,21174
66765,29819,8359,20462,93861
3563,43136,4211,21159,43005
75051,17432,7846,20410,48338
63130,35877,6942,22059,96492
60883,8105,7044,19266,45609
9790,29020,4230,17535,55110
12369,6577,2451,25795,14908
5566,82914,2285,25739,25532
45683,69686,1566,4073,24124
63776,10889,5099,27763,13322
3742,73167,7021,23631,16602
78990,27609,8226,22318,48777
6091,67381,5411,16352,69845
15925,11170,7033,20911,74146
81709,67823,3914,19649,56255
30500,35082,3216,18552,53989
10418,38983,3066,20494,17119
26728,79905,2844,18346,70371
43266,38065,3311,26799,14383
78907,43894,6124,22410,50709
77345,82887,8950,23375,29314
32884,59874,8397,21843,13285
30311,89801,5196,10759,18076
30357,65004,6740,26142,11030
88286,54239,1953,19515,67403
85243,60618,2710,7055,43977
81526,74451,5115,25764,82201
57439,32255,7970,13030,62751
30619,25974,2630,25281,87409
86868,78652,4695,27904,95363
73933,39225,6139,14987,40674
45880,59218,6587,14337,22981
18996,56002,5283,12611,48458
1711,73576,5144,11485,71052
11281,74557,6716,17368,22027
66178,58529,3728,8864,97993
41328,25197,3031,11059,31924
85966,39523,3527,27031,96390
82859,47969,7581,8437,80634
41685,35332,8084,9364,46520
47939,40914,4565,26375,81689
86758,58281,5237,22674,24851
3804,67126,3657,25255,11764
28307,33901,1226,13980,19889
8411,26715,3840,26761,78069
77115,53443,1764,29747,41341
82424,6067,6902,26556,46099
82215,62633,6392,29508,78526
82651,65504,2821,10732,43604
23551,33184,1297,22523,94269
13141,17955,5437,29845,59214
4480,26276,2266,7482,10704
39699,69995,1508,6806,12497
27891,47172,8645,10684,68868
50845,55644,1862,12017,43990
82442,4439,5431,8036,31230
39929,4263,8839,26072,72675
41890,78842,6385,26511,90713
11189,88039,2545,22262,11068
8801,52780,2861,10728,39650
48995,18945,2329,28017,81895
77862,42494,3237,26820,15455
1964,52783,2227,6523,71102
67106,62589,6603,21888,85263
57221,30834,5481,21809,52753
14374,4189,8419,6363,75907
52164,87375,2421,21547,65165
71937,11264,3642,27167,77759
62271,53392,3213,23713,20490
84025,35733,8416,12829,32587
87222,43519,6675,7084,19281
73730,9029,2015,5283,85727
3019,51837,3432,13328,42582
68962,78631,6902,14181,47167
68347,69188,1107,21843,56195
10428,12962,1441,23336,49512
47489,74301,6083,13737,73733
85775,65824,6586,18971,43822
56505,87051,7444,20479,82904
47496,85657,7061,21605,54185
60063,7490,8787,22844,99141
61495,30988,8329,8782,59335
34435,78330,3711,25777,30194
80257,58054,7498,26746,57349
32463,73139,2942,6789,86262
72453,44951,5058,11762,49836
25195,83488,1783,23607,13679
13388,67944,4784,7835,83764
58092,10583,3440,4376,93513
86321,2105,5134,25343,33808
11922,84654,6132,9460,18034
75380,38286,1649,29502,63028
80631,1922,1512,8023,61340
18629,21497,7887,19707,21833
63573,7182,2665,9943,78983
75239,61628,1606,24213,79377
22067,69750,4887,14269,81980
75624,25190,5612,15899,75706
27013,66507,1259,13050,92662
1457,66492,7987,18128,48731
20993,19538,7768,11731,29393
57287,86463,7002,13618,87945
60554,20434,7257,21987,29778
46778,44553,4087,27023,15015
45732,11028,4346,17242,14293
22438,41230,5242,25893,99048
40507,63440,3947,14362,84616
73105,39737,8934,23983,90312
57729,2971,7695,4486,90200
46594,72154,3221,16291,46674
71125,42724,1521,29346,39064
41774,77599,5357,13485,55493
49815,87376,8253,4599,88958
68549,60913,3932,18789,23929
21923,65588,1830,9078,38841
31804,30925,5370,27037,38936
16683,77086,7134,4442,55529
31936,12081,6081,19751,98916
72922,70632,6401,28254,18390
86961,18424,5967,23464,66968
59576,33835,4930,29893,39297
2250,45210,1832,7274,30868
57870,44070,8148,6920,22682
85199,75345,2828,4639,55473
22238,6066,7935,20009,65575
74179,67719,5704,26763,93195
63321,41974,8138,20779,49338
82553,79149,6628,13672,95530
51441,8462,3679,9620,71495
85740,39025,3910,25028,61550
67145,46632,4521,10595,22583
25421,66835,3030,11505,76214
51761,45535,1721,13265,19007
36414,77340,8439,23172,10720
66810,4739,4322,23128,54248
76062,45555,1848,19359,73492
45202,15766,2709,23871,12789
5779,39343,6324,7973,11271
33782,21191,4984,13971,59727
50625,69530,8535,17637,69239
32723,80623,6105,25731,73570
5010,77939,7123,19676,12417
72447,59628,4485,16431,25236
31481,60199,4500,19014,29455
65203,34452,4325,9289,11467
73572,17048,1003,24929,53289
9028,84522,6742,26594,33376
72553,45301,1329,29539,72687
85591,85257,5152,26038,92480
75424,29708,4166,8182,44888
12000,61779,3927,6331,72064
65102,13630,7385,28042,64322
33932,72719,3559,23646,53515
6229,78476,1669,15830,79050
13770,58886,3245,22825,43029
77101,35566,5093,10751,29000
67666,38523,6272,14919,93278
44724,49725,1802,22456,88849
76375,84945,3105,4419,24542
15198,76630,8834,12665,45437
1612,21859,7194,20384,45198
22831,78752,8140,13035,50933
45855,2423,5231,12432,68112
37228,53920,6464,16011,81509
19575,22283,7751,19881,38980
33700,32083,2622,11768,78550
11792,12332,2610,21902,18340
25515,65344,7163,6052,77389
79527,52539,5966,25304,43069
81904,17654,8751,22744,63340
74704,71050,4454,19709,25015
33044,78039,8453,4238,54827
68790,42040,1172,24767,17714
37643,79094,4061,5266,97140
5504,50585,1572,26753,22926
65217,47850,8136,27708,87514
62612,79337,7736,22747,39946
86695,8857,7102,20735,23131
66034,1388,4272,17728,65826
76449,11105,2227,10329,81442
19311,10675,6193,22711,49690
79422,37643,4904,13910,32501
36216,17744,2611,12980,53297
34388,67602,1696,16348,37638
16140,3333,5231,21042,21514
35801,16661,8024,27606,11514
2704,45500,3992,22176,96813
61917,8092,5160,11129,66778
65066,64282,3071,6572,21888
34938,17075,2695,10287,34747
60958,50656,1495,24344,10935
35129,42586,7962,4918,76046
31356,71123,8693,19579,41052
76865,62607,4393,13139,96630
41774,11696,2295,17042,86110
45818,73817,5849,21582,92516
37891,85323,8139,6311,41614
14512,20043,3866,18937,83196
29543,75434,6724,26998,53806
38215,35908,2754,18920,14665
83855,38952,8277,16401,84329
55246,45326,8090,28613,18098
36364,6019,2040,24735,57827
59927,72533,2544,5386,30967
72661,60125,7663,5208,29826
60187,59747,2131,24247,86084
15369,24512,8156,7792,71740
2628,24295,5365,12812,82309
39811,14293,4713,22673,25547
9899,51726,5269,28598,96574
40188,52066,5251,22245,26074
11552,1001,4654,23918,37799
69483,79298,3177,5877,27561
68817,74107,7583,26076,59165
33097,8641,5141,11447,48042
8786,3440,8271,27251,98941
44502,15312,4159,29129,27043
40744,31890,1691,9289,51451
9455,68548,1943,11363,44270
69550,54939,5827,8607,49286
62256,48273,4566,24215,83271
22962,36379,8529,12199,74249
79252,1953,2478,5597,56505
40799,42018,1085,21854,72430
12719,87336,5459,29785,71982
83866,42891,4519,12102,22471
19082,81700,4537,23820,49653
74673,57495,5104,21787,17812
4872,80920,7857,20885,86182
77403,67141,5777,11278,79321
8297,38748,5907,24649,45034
24620,58605,4936,9846,16729
49476,11705,2557,22084,92251
43876,7250,8263,11334,86496
19148,21562,1721,28305,33311
60862,40238,8402,25592,87667
3506,69354,3337,21397,12904
38553,14464,2913,13641,14732
5592,79785,1737,4770,85491
7592,74320,8531,4627,54370
1774,13094,7088,11070,53917
23063,65174,2629,11708,41639
85773,57594,5800,6570,69551
55696,44304,3152,18984,49038
16828,51318,3193,17064,55252
1234,13827,3234,24886,47795
11259,48449,4958,14607,29481
75444,89215,3388,26378,18403
85797,2319,5137,24667,74711
85544,37870,4023,19464,49643
43311,49580,7521,19368,17539
82212,40254,6570,8418,23602
64012,33918,8045,17117,73215
23180,35651,6443,22125,43885
71520,64129,7162,25241,25524
53277,53532,3091,14085,15761
1584,50959,6624,23387,76019
85126,79138,6455,12140,64995
47188,8185,6583,12744,86986
14159,52289,7024,24822,48191
75307,47053,7531,7295,66191
20999,42174,2646,14487,72808
12745,74374,2295,18218,14909
60867,45555,8120,25029,55383
16135,50227,2502,7543,44344
40636,67723,6859,23638,42394
18863,86484,7519,27968,91379
89443,81177,6935,24699,98507
13839,28151,2965,9641,78215
47485,64834,8545,26704,81939
62287,89692,3621,19086,19140
16537,69915,3918,28877,52326
26230,1381,2550,29197,64900
40618,38664,1078,15529,22972
21065,55159,5190,9862,87916
1557,7744,1798,4127,68948
45706,57665,1794,5132,28109
31584,11385,3093,15425,83404
80905,3216,3715,19565,84752
27989,31788,3271,13080,31438
27535,40509,3688,24295,72026
79563,13193,4698,17739,23817
43681,63099,2104,23754,43029
61029,85338,5896,5912,27263
28534,50156,7092,7921,76498
26427,57615,3976,13843,51735
34658,71965,4584,9958,21766
89371,89813,2241,13644,44915
29150,35980,8253,7548,60349
2043,22334,1120,18832,16836
36037,39892,1492,22214,98333
61790,53549,2151,28098,56603
15347,4938,4920,16731,51311
65858,33490,4588,11611,98876
28942,31763,6960,26231,52125
62958,10295,6052,21939,66190
18440,71350,4817,12905,77541
82404,16554,7657,10773,88433
82257,56319,5906,5607,52242
1255,2316,3124,28122,87534
57525,38930,4020,18046,61807
73964,35297,2474,8170,36841
33579,59297,4020,20971,36336
38601,22984,3900,16115,36937
3432,45764,1993,4155,40255
64440,84951,2059,8300,27173
67982,67285,7742,7706,38600
5029,51115,7895,26944,21093
71461,78217,3807,8488,32478
11883,61817,7497,10674,85398
88452,59462,8726,13180,56375
88866,9589,5215,8310,95575
40899,63398,4256,13320,29282
70420,50422,3559,12799,23916
3349,82726,1479,17217,14082
82896,74255,2460,13559,64708
9007,25212,8856,20199,34025
81338,86659,8861,24239,19762
81785,88449,8729,26806,99384
81303,81708,2566,21847,93393
19646,11211,1839,11987,62722
38155,75004,5163,16569,53244
3410,26022,7061,27213,35144
14545,81569,7445,24569,46314
8847,80207,2340,9674,72336
21499,43743,4629,15840,68748
88830,43955,4025,27782,45417
19599,23797,1001,29788,11287
49707,86063,6637,14735,71311
51980,81752,5350,14974,66382
62497,42160,2790,22650,34804
68730,62553,7970,29137,68564
31605,25649,6695,24342,13452
6569,7252,2851,23226,93038
8114,2350,6850,8379,95178
9123,40253,4512,10835,80377
33209,47325,5615,9666,51475
40847,74226,7436,14611,91999
39257,55016,1334,14572,13247
45408,54178,4038,12832,74139
7143,69686,7303,24740,85310
18354,86823,3532,24891,65077
18217,28630,6321,23675,85448
7978,77181,8766,11476,21885
81385,71691,8972,24367,70069
2294,52717,6905,14417,19411
54426,84059,8102,25230,33653
55728,41842,6558,21791,67510
34275,60801,3976,13054,62132
48942,75640,5165,19842,57459
65310,68495,3637,29068,14812
1526,41030,6204,4849,95196
83234,60493,5219,8861,91490
56222,74610,8933,17062,13960
35201,35931,8449,18010,19867
71296,36574,1440,17480,48660
10763,40021,2918,22378,46058
11797,54666,8032,7500,93241
63909,72560,1398,4191,49839
85634,10657,1567,12815,78512
46644,61371,8132,13748,43895
9359,5838,5273,29916,92022
47270,63914,8478,12006,49906
46443,14959,3619,15700,63105
31910,64614,5232,17881,72541
75188,23743,2047,7572,31499
36089,38194,5750,11274,68743
49738,50770,6539,14023,91347
13864,39031,5984,8923,63001
27375,46014,5900,9923,80497
37031,50751,1729,18403,15920
65996,39420,7146,8017,17973
20635,88657,6455,9873,14931
87159,29629,3627,21484,97450
41129,53117,1985,24423,67378
52533,62505,2807,26315,67666
20826,37272,4541,21571,23651
37467,51290,6604,8832,11007
82765,60724,7604,4465,83358
49970,42265,8478,27588,18884
51126,69747,5510,4065,31598
19955,53795,3238,11601,96713
34364,30788,5301,9241,31627
37181,25769,1427,27719,68151
80425,58479,1422,14621,83380
31503,82226,5004,9873,38743
80311,61711,6585,13400,84974
69539,89927,4704,4196,35671
27141,58608,3684,8723,72381
59509,55907,8825,24623,55612
80642,8609,3399,10356,35573
13207,54729,1926,17999,63721
86629,46483,1411,13167,75243
24571,34746,2843,18347,29246
50035,62366,6376,4592,77926
5128,39190,1033,28045,29018
83683,82985,6088,15278,89219
26589,73681,8626,20693,89065
3440,8123,1220,28677,21859
57094,65758,2857,21443,61080
39814,17321,6265,5308,63996
83730,87853,8898,9629,90736
32725,6946,2468,16245,70184
46843,25944,8823,24912,64537
64055,72768,3278,11280,42489
70173,33586,2135,28243,25011
22444,88315,6751,17087,68368
55422,89994,7230,11598,12831
74655,17355,4830,17089,13812
57318,76703,7407,7874,90146
82198,73245,6587,29876,34500
82488,70511,2404,10237,97284
31357,34441,3038,9370,48972
59387,12252,6145,23281,59011
25224,22068,5054,5628,71973
18969,71932,5674,11422,74275
84245,2161,5493,5643,19014
79667,68526,3792,11712,31315
9654,16269,8359,16188,60833
9513,34027,8656,5664,73594
55072,56432,6379,27743,51302
57916,83211,3380,19549,38735
72844,40478,1632,4255,64550
89923,72880,8856,12579,98031
72355,83247,4665,23557,49999
30688,49757,8442,9163,36976
1130,68686,8247,18391,60120
43204,9489,7167,20430,51416
12734,53904,4957,23583,42770
77379,31614,2713,4461,20245
69107,28145,8778,13695,81194
67497,38260,1036,14483,60455
67849,77052,3604,12284,32771
50476,37429,5304,10235,53675
56691,14537,3165,4922,35503
31051,48841,4424,21009,48572
63422,83156,6669,21241,94191
9125,30122,5700,28905,26271
37324,12295,1728,8957,99238
7583,48268,6971,19350,39078
25220,13248,2535,21421,76142
29595,81785,1115,15163,29481
31271,73620,3295,20922,70948
81448,76523,7787,4748,52054
33036,39575,4581,26872,10035
72761,73776,8387,26317,70934
72394,50967,6040,4092,38933
21795,39038,3785,29473,83833
59894,27122,2897,14928,67930
36817,86393,3111,7880,66034
74929,39864,7049,10744,26177
24224,8403,8687,20417,44092
56966,17433,4854,28366,86616
61954,49159,6355,29801,27209
64610,15626,3792,18799,29019
5802,24281,4293,14303,37336
65965,89490,4233,4541,14862
49023,30706,5042,24603,66886
63270,55534,3084,16430,53671
89668,33136,2236,5136,30461
18308,44941,6689,28898,44943
37294,51685,2767,18454,37603
49332,32635,6341,20591,38460
60058,11228,1133,5807,15801
